node1,node2,label
237,745,1
281,294,1
123,337,1
78,429,1
116,431,1
262,750,1
262,428,1
262,626,1
262,400,1
262,686,1
262,617,1
231,750,1
231,428,1
231,626,1
231,400,1
231,686,1
231,617,1
189,581,1
189,512,1
276,512,1
276,780,1
208,483,1
208,525,1
208,759,1
58,598,1
54,303,1
223,303,1
179,303,1
79,682,1
79,591,1
79,753,1
215,474,1
215,451,1
215,382,1
215,289,1
215,583,1
276,386,1
276,382,1
53,476,1
58,495,1
47,622,1
280,763,1
47,787,1
58,701,1
58,771,1
58,289,1
78,751,1
45,449,1
56,398,1
58,629,1
58,749,1
47,289,1
45,469,1
29,765,1
29,448,1
29,544,1
29,382,1
29,483,1
29,531,1
29,474,1
83,387,1
186,570,1
199,379,1
45,456,1
58,382,1
280,440,1
7,640,1
58,305,1
58,556,1
104,304,1
47,295,1
78,779,1
55,657,1
55,767,1
45,598,1
122,580,1
58,511,1
78,608,1
78,494,1
78,483,1
78,516,1
268,781,1
17,503,1
58,580,1
58,781,1
53,741,1
0,483,1
58,622,1
58,777,1
258,763,1
133,375,1
173,375,1
280,535,1
280,575,1
239,413,1
198,766,1
198,598,1
198,366,1
29,766,1
29,598,1
29,366,1
37,347,1
78,762,1
45,722,1
45,547,1
45,357,1
56,734,1
45,686,1
45,617,1
45,618,1
45,428,1
45,626,1
45,400,1
45,498,1
277,686,1
277,617,1
277,618,1
277,428,1
277,626,1
277,400,1
277,498,1
249,345,1
280,401,1
58,439,1
47,374,1
174,338,1
174,574,1
95,790,1
222,647,1
222,427,1
222,409,1
222,385,1
222,580,1
222,456,1
222,747,1
222,583,1
222,674,1
113,679,1
113,379,1
30,772,1
78,699,1
156,654,1
156,556,1
51,691,1
51,474,1
257,787,1
257,506,1
89,496,1
31,703,1
24,441,1
174,462,1
174,753,1
42,781,1
58,366,1
58,750,1
58,428,1
58,617,1
58,377,1
114,781,1
132,671,1
53,341,1
53,763,1
280,793,1
280,457,1
280,583,1
280,448,1
280,749,1
280,588,1
5,421,1
81,307,1
266,665,1
139,548,1
55,794,1
55,451,1
27,771,1
27,721,1
211,549,1
248,680,1
248,610,1
45,749,1
45,771,1
45,614,1
45,596,1
47,574,1
47,580,1
47,683,1
47,481,1
47,367,1
47,480,1
47,435,1
47,798,1
47,576,1
47,699,1
220,513,1
263,289,1
89,307,1
95,289,1
32,626,1
279,309,1
222,620,1
113,327,1
159,595,1
78,725,1
78,432,1
203,749,1
239,763,1
239,618,1
239,341,1
156,712,1
156,578,1
51,445,1
25,771,1
257,432,1
257,612,1
120,676,1
151,399,1
97,659,1
74,347,1
124,341,1
174,605,1
58,695,1
58,390,1
58,769,1
58,651,1
58,485,1
58,587,1
58,667,1
53,717,1
280,671,1
280,435,1
280,325,1
280,305,1
280,506,1
280,566,1
280,653,1
280,481,1
280,695,1
280,645,1
207,448,1
210,622,1
118,304,1
127,456,1
199,622,1
55,587,1
55,606,1
55,314,1
27,382,1
83,538,1
228,771,1
29,374,1
248,439,1
248,781,1
45,603,1
45,353,1
45,474,1
45,371,1
56,739,1
47,382,1
47,795,1
47,587,1
47,687,1
47,512,1
147,429,1
147,488,1
119,476,1
119,713,1
119,741,1
119,753,1
232,749,1
136,800,1
136,554,1
271,729,1
125,451,1
125,341,1
95,598,1
78,285,1
239,616,1
280,341,1
280,289,1
280,286,1
280,525,1
280,520,1
280,661,1
90,734,1
45,512,1
45,726,1
47,664,1
47,684,1
47,331,1
47,771,1
102,366,1
257,677,1
257,600,1
20,366,1
264,366,1
58,448,1
58,400,1
257,287,1
255,299,1
58,541,1
58,432,1
217,635,1
83,729,1
83,787,1
129,399,1
148,695,1
280,357,1
58,538,1
45,558,1
183,788,1
27,765,1
207,701,1
248,364,1
181,304,1
260,528,1
222,336,1
83,457,1
78,757,1
280,798,1
172,378,1
207,320,1
207,794,1
260,621,1
260,607,1
260,609,1
260,430,1
260,397,1
260,508,1
238,588,1
238,457,1
238,458,1
69,552,1
207,609,1
207,515,1
207,373,1
144,612,1
144,347,1
260,515,1
57,619,1
280,511,1
222,341,1
222,442,1
222,451,1
156,553,1
120,549,1
247,495,1
106,783,1
53,399,1
53,642,1
113,370,1
47,638,1
184,305,1
47,353,1
51,728,1
260,442,1
51,528,1
82,322,1
45,406,1
132,729,1
3,701,1
207,538,1
239,777,1
78,721,1
280,348,1
9,648,1
190,316,1
280,468,1
153,429,1
166,310,1
280,629,1
33,637,1
106,717,1
72,512,1
238,584,1
238,371,1
280,495,1
47,769,1
103,291,1
233,749,1
180,526,1
5,715,1
242,491,1
226,536,1
229,366,1
119,798,1
53,641,1
119,563,1
45,790,1
280,353,1
178,330,1
199,738,1
180,514,1
47,343,1
51,729,1
45,368,1
153,424,1
225,560,1
222,582,1
45,583,1
108,752,1
58,573,1
3,324,1
3,672,1
45,592,1
47,335,1
34,458,1
48,705,1
280,679,1
78,312,1
280,530,1
280,340,1
78,498,1
257,597,1
91,627,1
83,539,1
280,606,1
45,566,1
202,688,1
21,418,1
9,346,1
159,499,1
244,487,1
55,542,1
62,493,1
53,288,1
78,796,1
27,457,1
58,509,1
78,556,1
272,311,1
119,351,1
27,601,1
282,317,1
27,316,1
253,399,1
78,709,1
58,799,1
78,302,1
58,523,1
132,567,1
280,574,1
4,587,1
160,402,1
280,363,1
280,794,1
55,695,1
47,499,1
280,344,1
44,640,1
58,590,1
109,685,1
157,288,1
58,555,1
130,748,1
207,733,1
83,605,1
158,701,1
190,342,1
177,561,1
101,507,1
53,580,1
207,352,1
201,738,1
204,784,1
55,703,1
210,354,1
46,679,1
152,374,1
172,539,1
248,518,1
80,478,1
168,738,1
51,437,1
184,695,1
40,484,1
78,627,1
271,513,1
116,744,1
58,466,1
55,381,1
45,756,1
137,702,1
280,717,1
219,350,1
