node1,node2,label
188,389,1
188,631,1
188,666,1
209,499,1
281,294,1
123,337,1
78,429,1
262,750,1
262,292,1
262,428,1
262,626,1
262,400,1
262,686,1
262,617,1
231,750,1
231,292,1
231,428,1
231,626,1
231,400,1
231,686,1
231,617,1
189,581,1
189,512,1
188,439,1
188,780,1
188,708,1
208,483,1
208,529,1
208,774,1
208,525,1
208,759,1
58,598,1
209,654,1
54,303,1
223,303,1
179,303,1
79,694,1
79,682,1
79,591,1
79,753,1
39,429,1
209,537,1
105,598,1
58,495,1
99,675,1
209,556,1
280,763,1
58,701,1
58,771,1
58,289,1
78,751,1
56,398,1
121,660,1
121,780,1
105,619,1
64,449,1
58,629,1
58,749,1
105,760,1
209,460,1
105,292,1
29,765,1
29,448,1
29,544,1
29,382,1
29,483,1
29,531,1
29,407,1
29,474,1
39,305,1
186,570,1
199,379,1
58,382,1
280,440,1
7,640,1
105,341,1
58,305,1
58,556,1
104,304,1
58,599,1
205,284,1
205,431,1
209,763,1
78,779,1
257,527,1
254,462,1
254,753,1
254,742,1
254,290,1
254,308,1
55,657,1
55,767,1
58,537,1
58,423,1
165,465,1
58,511,1
59,476,1
209,410,1
140,307,1
78,608,1
78,494,1
78,426,1
78,483,1
78,516,1
58,742,1
17,503,1
58,580,1
169,527,1
58,781,1
105,391,1
209,341,1
58,694,1
224,297,1
58,467,1
0,483,1
58,622,1
209,724,1
58,777,1
133,375,1
173,375,1
280,535,1
105,485,1
280,575,1
209,290,1
209,453,1
209,379,1
29,766,1
29,598,1
29,366,1
37,347,1
78,762,1
105,642,1
209,337,1
209,680,1
10,551,1
56,734,1
277,686,1
277,617,1
277,618,1
277,292,1
277,293,1
277,428,1
277,626,1
277,519,1
277,400,1
277,498,1
240,442,1
240,313,1
249,345,1
280,401,1
58,439,1
143,527,1
267,295,1
267,372,1
28,513,1
174,742,1
174,338,1
174,574,1
176,527,1
39,642,1
39,572,1
39,751,1
39,455,1
39,423,1
222,647,1
222,427,1
222,409,1
222,385,1
222,580,1
222,577,1
222,456,1
222,747,1
222,583,1
222,463,1
222,674,1
30,772,1
159,297,1
192,728,1
78,472,1
78,699,1
256,786,1
209,493,1
209,643,1
209,760,1
209,701,1
209,743,1
209,739,1
209,573,1
209,296,1
257,787,1
257,392,1
257,506,1
31,703,1
97,714,1
24,441,1
24,450,1
174,462,1
174,753,1
42,781,1
58,366,1
58,339,1
58,551,1
58,750,1
58,428,1
58,617,1
58,377,1
132,671,1
105,429,1
117,534,1
280,793,1
280,564,1
280,457,1
280,583,1
280,792,1
280,448,1
280,749,1
280,588,1
96,504,1
81,307,1
266,665,1
139,548,1
121,339,1
55,794,1
55,451,1
27,771,1
27,721,1
216,538,1
140,547,1
211,549,1
64,551,1
56,636,1
220,513,1
254,305,1
119,489,1
39,768,1
39,602,1
279,309,1
222,620,1
159,595,1
78,650,1
78,725,1
78,432,1
78,465,1
203,749,1
209,577,1
209,770,1
209,592,1
209,618,1
209,471,1
25,771,1
257,432,1
257,612,1
120,676,1
151,399,1
97,659,1
124,341,1
174,605,1
42,742,1
58,695,1
58,297,1
58,405,1
58,390,1
58,769,1
58,651,1
58,485,1
58,587,1
58,667,1
105,382,1
105,345,1
105,315,1
105,423,1
105,634,1
105,679,1
105,461,1
105,553,1
105,498,1
280,395,1
280,671,1
280,435,1
280,325,1
280,305,1
280,506,1
280,566,1
280,653,1
280,577,1
280,481,1
280,537,1
280,695,1
280,645,1
207,448,1
210,622,1
118,304,1
127,456,1
199,622,1
121,771,1
121,738,1
121,695,1
121,587,1
121,301,1
55,587,1
55,606,1
55,314,1
27,382,1
9,360,1
140,513,1
228,771,1
29,414,1
29,374,1
64,462,1
196,640,1
56,739,1
147,429,1
147,488,1
119,476,1
119,713,1
119,741,1
119,753,1
119,742,1
232,749,1
136,800,1
136,554,1
209,773,1
39,480,1
78,285,1
209,738,1
209,574,1
280,341,1
280,289,1
280,286,1
280,525,1
280,520,1
280,661,1
90,734,1
105,783,1
209,298,1
209,543,1
209,435,1
209,432,1
209,549,1
209,429,1
209,725,1
257,677,1
257,600,1
257,517,1
282,517,1
264,366,1
58,448,1
58,400,1
58,410,1
257,287,1
255,299,1
58,541,1
58,792,1
58,432,1
105,594,1
105,386,1
105,290,1
105,591,1
105,337,1
105,519,1
105,369,1
217,635,1
38,644,1
236,438,1
140,519,1
280,357,1
58,538,1
183,788,1
64,411,1
267,360,1
105,441,1
27,765,1
209,580,1
207,701,1
196,688,1
181,304,1
260,528,1
9,395,1
222,336,1
121,357,1
78,757,1
105,314,1
280,798,1
193,741,1
135,459,1
172,378,1
207,320,1
207,794,1
260,621,1
260,607,1
260,609,1
260,689,1
260,430,1
260,397,1
260,384,1
260,508,1
238,588,1
238,457,1
238,458,1
238,486,1
238,649,1
69,552,1
207,609,1
207,707,1
207,515,1
207,373,1
144,612,1
144,347,1
260,515,1
157,714,1
57,619,1
209,578,1
209,769,1
105,719,1
105,357,1
105,526,1
280,511,1
86,459,1
222,341,1
222,442,1
222,451,1
120,549,1
247,495,1
267,697,1
18,742,1
58,690,1
121,698,1
106,783,1
27,392,1
184,305,1
260,442,1
209,785,1
82,322,1
86,453,1
64,756,1
132,729,1
241,496,1
3,701,1
39,357,1
207,538,1
86,357,1
78,721,1
121,701,1
280,348,1
9,648,1
190,316,1
121,604,1
280,468,1
153,429,1
280,629,1
96,518,1
57,361,1
33,637,1
106,717,1
72,512,1
238,584,1
238,371,1
280,495,1
103,291,1
233,749,1
196,442,1
105,759,1
249,727,1
39,364,1
180,526,1
242,491,1
88,329,1
280,737,1
226,536,1
229,366,1
105,670,1
64,336,1
134,355,1
119,798,1
119,563,1
280,353,1
178,330,1
199,738,1
180,514,1
201,475,1
197,363,1
153,424,1
151,577,1
225,560,1
64,776,1
222,582,1
73,420,1
108,752,1
58,573,1
3,324,1
3,672,1
218,773,1
280,475,1
21,714,1
207,465,1
34,458,1
280,679,1
216,456,1
78,312,1
280,530,1
280,340,1
78,498,1
245,303,1
257,597,1
121,715,1
207,434,1
280,360,1
280,606,1
35,339,1
202,688,1
21,418,1
9,346,1
159,499,1
244,487,1
55,542,1
105,683,1
62,493,1
195,637,1
105,505,1
78,796,1
27,457,1
167,416,1
58,509,1
78,556,1
22,497,1
272,311,1
33,522,1
119,351,1
121,646,1
27,601,1
209,626,1
100,292,1
282,317,1
27,316,1
253,399,1
78,709,1
58,799,1
78,302,1
61,376,1
58,523,1
132,567,1
280,574,1
160,402,1
280,363,1
121,415,1
280,794,1
55,695,1
280,344,1
209,545,1
58,590,1
110,594,1
62,361,1
141,501,1
157,288,1
58,555,1
130,748,1
207,733,1
190,342,1
78,434,1
177,561,1
101,507,1
36,678,1
105,559,1
105,344,1
207,352,1
201,738,1
204,784,1
55,703,1
59,771,1
121,469,1
210,354,1
152,374,1
105,605,1
172,539,1
168,738,1
184,695,1
40,484,1
78,627,1
64,434,1
58,466,1
55,381,1
86,396,1
137,702,1
121,379,1
280,717,1
111,683,1
172,314,1
253,485,1
203,732,1
121,417,1
238,399,1
250,561,1
196,303,1
269,413,1
138,324,1
150,501,1
212,580,1
280,304,1
151,442,1
254,459,1
159,656,1
101,513,1
246,380,1
280,611,1
105,339,1
170,761,1
170,747,1
170,322,1
211,332,1
2,624,1
77,587,1
145,640,1
206,516,1
9,477,1
121,794,1
222,475,1
177,476,1
126,339,1
105,769,1
58,639,1
58,744,1
75,669,1
222,565,1
182,559,1
261,697,1
172,589,1
172,715,1
15,712,1
13,398,1
194,403,1
283,463,1
57,612,1
177,412,1
177,579,1
76,655,1
63,506,1
63,612,1
153,300,1
58,735,1
274,362,1
278,294,1
251,467,1
280,664,1
280,425,1
280,593,1
280,605,1
280,364,1
115,502,1
207,736,1
235,740,1
252,785,1
93,419,1
27,580,1
6,798,1
211,637,1
35,660,1
98,645,1
171,510,1
265,613,1
59,482,1
280,501,1
254,456,1
196,506,1
196,782,1
88,363,1
88,704,1
64,433,1
9,644,1
27,630,1
85,669,1
85,495,1
213,462,1
207,319,1
207,556,1
207,749,1
207,356,1
280,390,1
280,724,1
280,476,1
280,333,1
280,334,1
280,764,1
146,393,1
19,710,1
273,353,1
224,775,1
105,789,1
132,353,1
58,452,1
58,720,1
21,294,1
131,348,1
11,706,1
94,625,1
71,755,1
141,540,1
49,716,1
163,394,1
92,769,1
193,521,1
193,444,1
191,365,1
172,361,1
172,520,1
238,352,1
222,660,1
222,673,1
222,339,1
275,285,1
218,619,1
218,326,1
1,733,1
8,644,1
26,333,1
12,635,1
3,790,1
187,546,1
66,619,1
176,633,1
176,628,1
112,629,1
39,411,1
39,756,1
106,561,1
106,718,1
106,314,1
14,629,1
275,415,1
222,754,1
222,650,1
182,314,1
238,308,1
238,760,1
50,358,1
184,459,1
243,306,1
172,658,1
172,568,1
30,371,1
159,513,1
161,359,1
78,490,1
78,492,1
78,795,1
78,763,1
41,432,1
23,615,1
209,749,1
52,789,1
67,324,1
244,416,1
244,788,1
244,586,1
181,557,1
181,696,1
181,663,1
180,632,1
180,662,1
157,660,1
282,692,1
282,650,1
120,324,1
164,434,1
164,579,1
151,352,1
151,476,1
149,349,1
234,748,1
57,464,1
57,404,1
57,500,1
86,340,1
86,370,1
142,693,1
214,577,1
214,730,1
16,580,1
16,532,1
141,347,1
87,749,1
94,328,1
153,623,1
68,587,1
42,731,1
42,715,1
58,645,1
58,671,1
58,399,1
58,475,1
58,605,1
58,561,1
58,758,1
58,785,1
58,616,1
58,679,1
58,374,1
58,308,1
58,322,1
58,700,1
58,569,1
58,411,1
132,668,1
105,405,1
105,443,1
105,797,1
105,800,1
105,749,1
105,612,1
105,596,1
62,320,1
230,408,1
